"","plot","tag","spp","date","year","jday","dend","refdend","refdbh","refcheck","dend.num","dend.meas","DBH"
"621","F2",994,"yb","2001-07-30",2001,211,9.1,NA,NA,FALSE,1,9.1,11
"622","F2",995,"ro","2001-07-30",2001,211,66.46,NA,NA,FALSE,1,66.46,30.8
"623","F3",1,"rm","2001-07-30",2001,211,25.44,NA,NA,FALSE,1,25.44,15.7
"624","F3",2,"hem","2001-07-30",2001,211,51.16,NA,NA,FALSE,1,51.16,18.7
"625","F3",3,"wp","2001-07-30",2001,211,45.88,NA,NA,FALSE,1,45.88,30.8
"626","F3",4,"hem","2001-07-30",2001,211,28.41,NA,NA,FALSE,1,28.41,13
"627","F3",5,"yb","2001-07-30",2001,211,40.83,NA,NA,FALSE,1,40.83,16.4
"628","F3",6,"rm","2001-07-30",2001,211,25.4,NA,NA,FALSE,1,25.4,19.7
"629","F3",7,"hem","2001-07-30",2001,211,51.97,NA,NA,FALSE,1,51.97,18.1
"630","F3",8,"ro","2001-07-30",2001,211,78.05,NA,NA,FALSE,3,78.05,57.6
"631","F3",9,"rm","2001-07-30",2001,211,42.64,NA,NA,FALSE,1,42.64,25.85
"632","F3",10,"yb","2001-07-30",2001,211,15.29,NA,NA,FALSE,1,15.29,18.7
"633","F3",11,"wp","2001-07-30",2001,211,48.88,NA,NA,FALSE,1,48.88,22.8
"634","F3",12,"hem","2001-07-30",2001,211,80.65,NA,NA,FALSE,1,80.65,23.85
"635","F3",737,"hem","2001-07-30",2001,211,25.59,NA,NA,FALSE,1,25.59,12.2
"636","F4",29,"ro","2001-07-30",2001,211,28.61,NA,NA,FALSE,1,28.61,35.2
"637","F4",33,"wb","2001-07-30",2001,211,23.8,NA,NA,FALSE,1,23.8,17.35
"638","F4",35,"ro","2001-07-30",2001,211,52.88,NA,NA,FALSE,1,52.88,31.3
"639","F4",36,"ro","2001-07-30",2001,211,52.8,NA,NA,FALSE,1,52.8,34
"640","F4",39,"ws","2001-07-30",2001,211,23.04,NA,NA,FALSE,1,23.04,15.3
"641","F4",40,"rm","2001-07-30",2001,211,22.97,NA,NA,FALSE,1,22.97,14.7
"642","F4",42,"rm","2001-07-30",2001,211,37.37,NA,NA,FALSE,1,37.37,22.2
"643","F4",44,"rm","2001-07-30",2001,211,20.69,NA,NA,FALSE,1,20.69,12.9
"644","F4",46,"rm","2001-07-30",2001,211,18.22,NA,NA,FALSE,1,18.22,14.1
"645","F4",47,"ro","2001-07-30",2001,211,25.51,NA,NA,FALSE,1,25.51,20
"646","F4",48,"ws","2001-07-30",2001,211,12.99,NA,NA,FALSE,1,12.99,14
"647","F4",49,"ro","2001-07-30",2001,211,52.83,NA,NA,FALSE,1,52.83,31.4
"648","F4",50,"ro","2001-07-30",2001,211,52.89,NA,NA,FALSE,1,52.89,25.6
"649","F4",51,"ro","2001-07-30",2001,211,45.26,NA,NA,FALSE,1,45.26,25.2
"650","F4",53,"ws","2001-07-30",2001,211,20.5,NA,NA,FALSE,1,20.5,17.1
"651","F4",55,"bb","2001-07-30",2001,211,43.94,NA,NA,FALSE,1,43.94,29.4
"652","F4",56,"ws","2001-07-30",2001,211,25.63,NA,NA,FALSE,1,25.63,18
"653","F4",57,"cherry","2001-07-30",2001,211,8.15,NA,NA,FALSE,1,8.15,12.8
"654","F4",62,"wp","2001-07-30",2001,211,34.23,NA,NA,FALSE,1,34.23,26.8
"655","F4",64,"wp","2001-07-30",2001,211,42.18,NA,NA,FALSE,1,42.18,28.05
"656","F4",67,"ws","2001-07-30",2001,211,15.01,NA,NA,FALSE,1,15.01,14
"657","F4",68,"rm","2001-07-30",2001,211,30.57,NA,NA,FALSE,1,30.57,15.25
"658","F4",69,"rm","2001-07-30",2001,211,13.74,NA,NA,FALSE,1,13.74,14.7
"659","F4",71,"rm","2001-07-30",2001,211,25.31,NA,NA,FALSE,1,25.31,18.65
"660","F4",73,"wp","2001-07-30",2001,211,79.29,NA,NA,FALSE,1,79.29,67.5
"661","F4",735,"ash","2001-07-30",2001,211,29.87,NA,NA,FALSE,1,29.87,21.4
"662","F5",76,"wp","2001-07-30",2001,211,73.96,NA,NA,FALSE,1,73.96,39.8
"663","F5",77,"wp","2001-07-30",2001,211,28.92,NA,NA,FALSE,1,28.92,21.3
"664","F5",79,"cherry","2001-07-30",2001,211,12.53,NA,NA,FALSE,1,12.53,12.9
"665","F5",81,"ro","2001-07-30",2001,211,37.69,NA,NA,FALSE,1,37.69,26.2
"666","F5",83,"rm","2001-07-30",2001,211,10.46,NA,NA,FALSE,1,10.46,10.3
"667","F5",84,"ro","2001-07-30",2001,211,38.8,NA,NA,FALSE,1,38.8,22
"668","F5",85,"wb","2001-07-30",2001,211,22.03,NA,NA,FALSE,1,22.03,26.05
"669","F5",86,"hem","2001-07-30",2001,211,57.95,NA,NA,FALSE,1,57.95,21.4
"670","F5",87,"ro","2001-07-30",2001,211,32,NA,NA,FALSE,1,32,19.25
"671","F5",88,"ws","2001-07-30",2001,211,19.4,NA,NA,FALSE,1,19.4,26
"672","F5",89,"ro","2001-07-30",2001,211,22.05,NA,NA,FALSE,1,22.05,14.4
"673","F5",96,"cherry","2001-07-30",2001,211,15.62,NA,NA,FALSE,1,15.62,13.65
"674","F5",97,"cherry","2001-07-30",2001,211,29.97,NA,NA,FALSE,1,29.97,25.1
"675","F5",98,"hem","2001-07-30",2001,211,52.26,NA,NA,FALSE,1,52.26,20.75
"676","F5",99,"hem","2001-07-30",2001,211,60.27,NA,NA,FALSE,1,60.27,24.15
"677","F5",101,"ro","2001-07-30",2001,211,12.74,NA,NA,FALSE,1,12.74,12.5
"678","F5",104,"rm","2001-07-30",2001,211,27.55,NA,NA,FALSE,1,27.55,19.5
"679","F5",109,"ro","2001-07-30",2001,211,51.64,NA,NA,FALSE,1,51.64,35.15
"680","F5",110,"ro","2001-07-30",2001,211,52.34,NA,NA,FALSE,1,52.34,25.55
"681","F5",113,"rm","2001-07-30",2001,211,23.27,NA,NA,FALSE,1,23.27,16
"682","F5",114,"ro","2001-07-30",2001,211,37.18,NA,NA,FALSE,1,37.18,22.1
"683","F5",117,"wp","2001-07-30",2001,211,89.51,NA,NA,FALSE,1,89.51,40.5
"684","F5",119,"rm","2001-07-30",2001,211,15.84,NA,NA,FALSE,1,15.84,15.05
"685","F5",121,"ro","2001-07-30",2001,211,29.54,NA,NA,FALSE,1,29.54,23.7
"686","F5",122,"wb","2001-07-30",2001,211,38.96,NA,NA,FALSE,1,38.96,21.1
"687","F5",123,"ro","2001-07-30",2001,211,24.02,NA,NA,FALSE,1,24.02,17.1
"688","F5",126,"rm","2001-07-30",2001,211,15.77,NA,NA,FALSE,1,15.77,16.65
"689","F5",127,"rm","2001-07-30",2001,211,12.01,NA,NA,FALSE,1,12.01,11.2
"690","F5",128,"cherry","2001-07-30",2001,211,50.46,NA,NA,FALSE,1,50.46,22.55
"691","F5",133,"ro","2001-07-30",2001,211,51.55,NA,NA,FALSE,1,51.55,31.8
"692","G1",152,"rp","2001-07-30",2001,211,58.86,NA,NA,FALSE,1,58.86,40.55
"693","G1",153,"rm","2001-07-30",2001,211,25.33,NA,NA,FALSE,1,25.33,12.55
"694","G1",155,"cherry","2001-07-30",2001,211,16.94,NA,NA,FALSE,1,16.94,18.3
"695","G1",156,"rp","2001-07-30",2001,211,28.27,NA,NA,FALSE,1,28.27,18.3
"696","G1",157,"rp","2001-07-30",2001,211,54.37,NA,NA,FALSE,1,54.37,44.1
"697","G1",158,"rp","2001-07-30",2001,211,34.64,NA,NA,FALSE,1,34.64,36.1
"698","G1",160,"rp","2001-07-30",2001,211,27.43,NA,NA,FALSE,1,27.43,33.1
"699","G1",161,"rp","2001-07-30",2001,211,29.99,NA,NA,FALSE,2,29.99,32.85
"700","G1",162,"rp","2001-07-30",2001,211,37.09,NA,NA,FALSE,1,37.09,38.8
"701","G1",165,"rm","2001-07-30",2001,211,17.07,NA,NA,FALSE,1,17.07,14.25
"702","G1",166,"cherry","2001-07-30",2001,211,13.83,NA,NA,FALSE,1,13.83,14.2
"703","G1",167,"rp","2001-07-30",2001,211,33.61,NA,NA,FALSE,1,33.61,33.9
"704","G1",168,"rp","2001-07-30",2001,211,53.79,NA,NA,FALSE,1,53.79,26.5
"705","G1",169,"rp","2001-07-30",2001,211,31.31,NA,NA,FALSE,1,31.31,33.55
"706","G1",172,"rp","2001-07-30",2001,211,26.67,NA,NA,FALSE,1,26.67,22.8
"707","G1",173,"rp","2001-07-30",2001,211,29.26,NA,NA,FALSE,1,29.26,28.9
"708","G1",174,"rp","2001-07-30",2001,211,36.43,NA,NA,FALSE,1,36.43,45.5
"709","G1",175,"ro","2001-07-30",2001,211,57.56,NA,NA,FALSE,1,57.56,26.85
"710","G1",176,"rm","2001-07-30",2001,211,34.57,NA,NA,FALSE,1,34.57,14.75
"711","G1",728,"rm","2001-07-30",2001,211,13.84,NA,NA,FALSE,1,13.84,10.8
"712","G2",202,"hem","2001-07-30",2001,211,30.48,NA,NA,FALSE,1,30.48,38.6
"713","G2",203,"ro","2001-07-30",2001,211,29.66,NA,NA,FALSE,1,29.66,22.15
"714","G2",204,"hem","2001-07-30",2001,211,40.43,NA,NA,FALSE,1,40.43,41.55
"715","G2",205,"yb","2001-07-30",2001,211,12.67,NA,NA,FALSE,1,12.67,12.8
"716","G2",206,"cherry","2001-07-30",2001,211,31.14,NA,NA,FALSE,1,31.14,49.1
"717","G2",207,"hem","2001-07-30",2001,211,41.91,NA,NA,FALSE,1,41.91,33.65
"718","G2",209,"hem","2001-07-30",2001,211,43.15,NA,NA,FALSE,1,43.15,29.4
"719","G2",210,"hem","2001-07-30",2001,211,63.93,NA,NA,FALSE,1,63.93,44.55
"720","G2",211,"ro","2001-07-30",2001,211,55.74,NA,NA,FALSE,1,55.74,30
"721","G2",213,"hem","2001-07-30",2001,211,30.18,NA,NA,FALSE,1,30.18,37.9
"722","G2",214,"hem","2001-07-30",2001,211,40.92,NA,NA,FALSE,1,40.92,38
"723","G2",215,"hem","2001-07-30",2001,211,15.22,NA,NA,FALSE,1,15.22,15.1
"724","G2",216,"hem","2001-07-30",2001,211,26.61,NA,NA,FALSE,1,26.61,18.9
"725","G2",217,"hem","2001-07-30",2001,211,38.98,NA,NA,FALSE,1,38.98,37.75
"726","G2",219,"hem","2001-07-30",2001,211,18.82,NA,NA,FALSE,1,18.82,26.35
"727","G2",220,"rm","2001-07-30",2001,211,34.89,NA,NA,FALSE,1,34.89,17
"728","G2",221,"hem","2001-07-30",2001,211,14.36,NA,NA,FALSE,1,14.36,18.25
"729","G2",222,"hem","2001-07-30",2001,211,10.52,NA,NA,FALSE,1,10.52,14.6
"730","G2",223,"hem","2001-07-30",2001,211,14.34,NA,NA,FALSE,1,14.34,11.7
"731","G2",224,"hem","2001-07-30",2001,211,51.36,NA,NA,FALSE,1,51.36,43.55
"732","G2",225,"hem","2001-07-30",2001,211,25.1,NA,NA,FALSE,1,25.1,31.3
"733","G2",226,"hem","2001-07-30",2001,211,28.46,NA,NA,FALSE,1,28.46,23.7
"734","G4",251,"rm","2001-07-30",2001,211,7.31,NA,NA,FALSE,1,7.31,14.85
"735","G4",253,"yb","2001-07-30",2001,211,21.63,NA,NA,FALSE,1,21.63,14.5
"736","G4",254,"yb","2001-07-30",2001,211,28.95,NA,NA,FALSE,1,28.95,18.25
"737","G4",255,"rm","2001-07-30",2001,211,16.13,NA,NA,FALSE,1,16.13,17.75
"738","G4",256,"bb","2001-07-30",2001,211,43.45,NA,NA,FALSE,1,43.45,17.6
"739","G4",257,"ro","2001-07-30",2001,211,41.43,NA,NA,FALSE,1,41.43,33.4
"740","G4",258,"bb","2001-07-30",2001,211,22.44,NA,NA,FALSE,1,22.44,20.3
"741","G4",259,"hem","2001-07-30",2001,211,71.41,NA,NA,FALSE,1,71.41,24.85
"742","G4",260,"rm","2001-07-30",2001,211,9.33,NA,NA,FALSE,1,9.33,14
"743","G4",261,"rm","2001-07-30",2001,211,13.41,NA,NA,FALSE,1,13.41,22.6
"744","G4",262,"yb","2001-07-30",2001,211,24.5,NA,NA,FALSE,1,24.5,37.5
"745","G4",263,"rm","2001-07-30",2001,211,26.98,NA,NA,FALSE,1,26.98,21.5
"746","G4",264,"rm","2001-07-30",2001,211,78.98,NA,NA,FALSE,1,78.98,15.95
"747","G5",265,"hem","2001-07-30",2001,211,21.22,NA,NA,FALSE,2,21.22,15.75
"748","G5",266,"rm","2001-07-30",2001,211,15.38,NA,NA,FALSE,1,15.38,14.5
"749","G5",267,"hem","2001-07-30",2001,211,39.06,NA,NA,FALSE,1,39.06,12.45
"750","G5",268,"ro","2001-07-30",2001,211,32.45,NA,NA,FALSE,1,32.45,38.05
"751","G5",269,"hem","2001-07-30",2001,211,65.93,NA,NA,FALSE,1,65.93,22.3
"752","G5",270,"rm","2001-07-30",2001,211,22.77,NA,NA,FALSE,1,22.77,17
"753","G5",271,"bb","2001-07-30",2001,211,40.43,NA,NA,FALSE,1,40.43,27.4
"754","G5",272,"hem","2001-07-30",2001,211,29.62,NA,NA,FALSE,1,29.62,14.1
"755","G5",273,"hem","2001-07-30",2001,211,60.18,NA,NA,FALSE,1,60.18,19.2
"756","G5",275,"rm","2001-07-30",2001,211,19.85,NA,NA,FALSE,1,19.85,16.4
"757","G5",276,"hem","2001-07-30",2001,211,68.06,NA,NA,FALSE,1,68.06,17.65
"758","G5",277,"rm","2001-07-30",2001,211,8.13,NA,NA,FALSE,1,8.13,22.75
"759","G5",278,"hem","2001-07-30",2001,211,13.8,NA,NA,FALSE,1,13.8,14.41
"760","G5",279,"ro","2001-07-30",2001,211,49.53,NA,NA,FALSE,1,49.53,37.5
"761","G5",281,"rm","2001-07-30",2001,211,9.77,NA,NA,FALSE,1,9.77,14.9
"762","G5",282,"rm","2001-07-30",2001,211,31.6,NA,NA,FALSE,1,31.6,20.9
"763","G5",283,"rm","2001-07-30",2001,211,14.38,NA,NA,FALSE,1,14.38,12.6
"764","G5",284,"rm","2001-07-30",2001,211,6.7,NA,NA,FALSE,1,6.7,11.1
"765","G5",285,"wp","2001-07-30",2001,211,47.37,NA,NA,FALSE,1,47.37,26.1
"766","G5",286,"hem","2001-07-30",2001,211,58.15,NA,NA,FALSE,1,58.15,25.3
"767","G5",287,"rm","2001-07-30",2001,211,22.8,NA,NA,FALSE,1,22.8,15.3
"768","G5",288,"rm","2001-07-30",2001,211,11.9,NA,NA,FALSE,1,11.9,10
"769","G5",289,"hem","2001-07-30",2001,211,37.35,NA,NA,FALSE,1,37.35,19.3
"770","G5",290,"hem","2001-07-30",2001,211,28.84,NA,NA,FALSE,1,28.84,12.05
"771","G5",291,"ro","2001-07-30",2001,211,36.03,NA,NA,FALSE,1,36.03,45.8
"772","G5",292,"rm","2001-07-30",2001,211,9.32,NA,NA,FALSE,1,9.32,11.25
"773","G5",293,"hem","2001-07-30",2001,211,42.79,NA,NA,FALSE,1,42.79,19.95
"774","G5",294,"rm","2001-07-30",2001,211,34.65,NA,NA,FALSE,1,34.65,25.2
"775","G5",295,"ro","2001-07-30",2001,211,39.46,NA,NA,FALSE,1,39.46,41.1
"776","G5",739,"hem","2001-07-30",2001,211,14.93,NA,NA,FALSE,1,14.93,11.4
"777","G5",740,"rm","2001-07-30",2001,211,13.58,NA,NA,FALSE,1,13.58,10.2
"778","G5",741,"rm","2001-07-30",2001,211,4.09,NA,NA,FALSE,1,4.09,10.6
"779","G5",742,"hem","2001-07-30",2001,211,16.16,NA,NA,FALSE,1,16.16,11.6
"780","H1",301,"wb","2001-07-30",2001,211,18.69,NA,NA,FALSE,2,18.69,27.65
"781","H1",302,"ro","2001-07-30",2001,211,39,NA,NA,FALSE,1,39,37.4
"782","H1",303,"wp","2001-07-30",2001,211,24.29,NA,NA,FALSE,1,24.29,18.3
"783","H1",304,"beech","2001-07-30",2001,211,48.93,NA,NA,FALSE,1,48.93,23.5
"784","H1",305,"ro","2001-07-30",2001,211,43.24,NA,NA,FALSE,1,43.24,48.7
"785","H1",306,"rm","2001-07-30",2001,211,25.34,NA,NA,FALSE,1,25.34,30.2
"786","H1",307,"wp","2001-07-30",2001,211,23.18,NA,NA,FALSE,1,23.18,34.8
"787","H1",308,"rm","2001-07-30",2001,211,7.74,NA,NA,FALSE,1,7.74,13.5
"788","H1",309,"ro","2001-07-30",2001,211,49.99,NA,NA,FALSE,1,49.99,34.7
"789","H1",310,"wp","2001-07-30",2001,211,21.86,NA,NA,FALSE,1,21.86,20.3
"790","H1",311,"rm","2001-07-30",2001,211,26.91,NA,NA,FALSE,1,26.91,17.8
"791","H1",312,"rm","2001-07-30",2001,211,26.62,NA,NA,FALSE,1,26.62,12.4
"792","H1",313,"wp","2001-07-30",2001,211,69.9,NA,NA,FALSE,1,69.9,44.1
"793","H1",314,"hem","2001-07-30",2001,211,47.53,NA,NA,FALSE,1,47.53,47.8
"794","H1",315,"wp","2001-07-30",2001,211,15.9,NA,NA,FALSE,1,15.9,20.25
"795","H1",316,"wp","2001-07-30",2001,211,19.9,NA,NA,FALSE,1,19.9,15.65
"796","H1",317,"rm","2001-07-30",2001,211,47.75,NA,NA,FALSE,1,47.75,23.1
"797","H1",318,"rm","2001-07-30",2001,211,36.72,NA,NA,FALSE,1,36.72,21.05
"798","H1",319,"hem","2001-07-30",2001,211,34.69,NA,NA,FALSE,1,34.69,44.5
"799","H1",320,"wp","2001-07-30",2001,211,32.39,NA,NA,FALSE,1,32.39,28.7
"800","H1",321,"rm","2001-07-30",2001,211,49.37,NA,NA,FALSE,1,49.37,25.1
"801","H1",322,"rm","2001-07-30",2001,211,25.02,NA,NA,FALSE,1,25.02,15.65
"802","H1",323,"rm","2001-07-30",2001,211,28.16,NA,NA,FALSE,1,28.16,15.4
"803","H1",326,"rm","2001-07-30",2001,211,12.28,NA,NA,FALSE,1,12.28,14.4
"804","H2",327,"hem","2001-07-30",2001,211,34.39,NA,NA,FALSE,1,34.39,32.55
"805","H2",328,"rm","2001-07-30",2001,211,7.69,NA,NA,FALSE,2,7.69,13.6
"806","H2",329,"rm","2001-07-30",2001,211,21.5,NA,NA,FALSE,1,21.5,19.1
"807","H2",330,"hem","2001-07-30",2001,211,19.52,NA,NA,FALSE,1,19.52,23.4
"808","H2",331,"hem","2001-07-30",2001,211,25.43,NA,NA,FALSE,1,25.43,19
"809","H2",332,"beech","2001-07-30",2001,211,26.39,NA,NA,FALSE,1,26.39,23.7
"810","H2",333,"ro","2001-07-30",2001,211,37.17,NA,NA,FALSE,1,37.17,32.25
"811","H2",334,"hem","2001-07-30",2001,211,40.78,NA,NA,FALSE,1,40.78,34.1
"812","H2",336,"ro","2001-07-30",2001,211,46.22,NA,NA,FALSE,1,46.22,33.75
"813","H2",337,"hem","2001-07-30",2001,211,9.73,NA,NA,FALSE,1,9.73,13.7
"814","H2",338,"hem","2001-07-30",2001,211,34.6,NA,NA,FALSE,1,34.6,32.5
"815","H2",339,"hem","2001-07-30",2001,211,14.12,NA,NA,FALSE,1,14.12,14.55
"816","H2",340,"hem","2001-07-30",2001,211,32.82,NA,NA,FALSE,1,32.82,12.2
"817","H2",341,"hem","2001-07-30",2001,211,21.46,NA,NA,FALSE,1,21.46,18.6
"818","H2",342,"hem","2001-07-30",2001,211,35.61,NA,NA,FALSE,1,35.61,30.9
"819","H2",343,"yb","2001-07-30",2001,211,52.91,NA,NA,FALSE,1,52.91,44.1
"820","H2",344,"ro","2001-07-30",2001,211,31.14,NA,NA,FALSE,1,31.14,27.2
"821","H2",345,"hem","2001-07-30",2001,211,36.38,NA,NA,FALSE,1,36.38,44.15
"822","H2",346,"rm","2001-07-30",2001,211,17.07,NA,NA,FALSE,1,17.07,14.9
"823","H2",347,"hem","2001-07-30",2001,211,21.99,NA,NA,FALSE,1,21.99,24.45
"824","H2",348,"rm","2001-07-30",2001,211,55.8,NA,NA,FALSE,1,55.8,24.05
"825","H2",349,"hem","2001-07-30",2001,211,25.95,NA,NA,FALSE,1,25.95,29.6
"826","H2",350,"rm","2001-07-30",2001,211,8.03,NA,NA,FALSE,1,8.03,11.7
"827","H2",351,"hem","2001-07-30",2001,211,25.78,NA,NA,FALSE,1,25.78,28.4
"828","H2",352,"ro","2001-07-30",2001,211,29.57,NA,NA,FALSE,1,29.57,23.9
"829","H2",353,"hem","2001-07-30",2001,211,43.77,NA,NA,FALSE,1,43.77,36.1
"830","H2",354,"ro","2001-07-30",2001,211,57.61,NA,NA,FALSE,1,57.61,60.05
"831","H2",355,"hem","2001-07-30",2001,211,27.42,NA,NA,FALSE,1,27.42,18.6
"832","H2",356,"rm","2001-07-30",2001,211,15.42,NA,NA,FALSE,2,15.42,14.3
"833","H5",383,"hem","2001-07-30",2001,211,31.82,NA,NA,FALSE,1,31.82,30.3
"834","H5",384,"rm","2001-07-30",2001,211,28.58,NA,NA,FALSE,1,28.58,36.4
"835","H5",385,"hem","2001-07-30",2001,211,42,NA,NA,FALSE,1,42,27.5
"836","H5",386,"yb","2001-07-30",2001,211,26.89,NA,NA,FALSE,1,26.89,16.3
"837","H5",387,"yb","2001-07-30",2001,211,20.16,NA,NA,FALSE,1,20.16,32.3
"838","H5",388,"hem","2001-07-30",2001,211,44.04,NA,NA,FALSE,1,44.04,39.1
"839","H5",389,"rm","2001-07-30",2001,211,20.14,NA,NA,FALSE,1,20.14,24.6
"840","H5",390,"rm","2001-07-30",2001,211,7.41,NA,NA,FALSE,1,7.41,13.4
"841","H5",391,"hem","2001-07-30",2001,211,18.95,NA,NA,FALSE,2,18.95,11.6
"842","H5",392,"hem","2001-07-30",2001,211,21.23,NA,NA,FALSE,1,21.23,15.8
"843","H5",393,"yb","2001-07-30",2001,211,23.11,NA,NA,FALSE,2,23.11,14.6
"844","H5",394,"hem","2001-07-30",2001,211,30.45,NA,NA,FALSE,1,30.45,20.5
"845","H5",395,"wp","2001-07-30",2001,211,20.94,NA,NA,FALSE,1,20.94,17.75
"846","H5",396,"ro","2001-07-30",2001,211,51.04,NA,NA,FALSE,1,51.04,64.4
"847","H5",397,"beech","2001-07-30",2001,211,12.06,NA,NA,FALSE,1,12.06,12.1
"848","H5",398,"bb","2001-07-30",2001,211,22.89,NA,NA,FALSE,1,22.89,47.9
"849","H5",399,"hem","2001-07-30",2001,211,31.62,NA,NA,FALSE,1,31.62,16.4
"850","H5",400,"hem","2001-07-30",2001,211,21.67,NA,NA,FALSE,1,21.67,12.4
"851","H5",401,"rm","2001-07-30",2001,211,15.9,NA,NA,FALSE,1,15.9,18.15
"852","H5",402,"ro","2001-07-30",2001,211,38.95,NA,NA,FALSE,1,38.95,26.7
"853","H5",404,"hem","2001-07-30",2001,211,43.73,NA,NA,FALSE,1,43.73,17.9
"854","H5",405,"hem","2001-07-30",2001,211,50.5,NA,NA,FALSE,1,50.5,37.25
"855","H5",743,"hem","2001-07-30",2001,211,8.18,NA,NA,FALSE,1,8.18,10
"856","C3",408,NA,NA,2002,111,NA,NA,NA,NA,NA,NA,17.1
"857","C4",458,"ro","2002-04-21",2002,111,NA,NA,22.96,FALSE,NA,NA,NA
"858","C4",489,"rm","2002-04-21",2002,111,NA,NA,32,FALSE,2,49.9,32
"859","D1",553,"rm","2002-04-21",2002,111,NA,NA,19.7,FALSE,NA,NA,NA
"860","D2",585,"rm","2002-04-21",2002,111,NA,NA,13.59,FALSE,NA,NA,NA
"861","E4",802,"ro","2002-04-21",2002,111,45,45,32.97,FALSE,2,45,NA
"862","E4",803,"ro","2002-04-21",2002,111,35,35,22.4,FALSE,1,35,NA
"863","G1",161,"rp","2002-04-21",2002,111,46.36,46.36,33.1,FALSE,2,31.12,33.1
"864","H2",328,"rm","2002-04-21",2002,111,85.9,85.9,13.5,FALSE,NA,NA,13.5
"865","G1",161,"rp","2002-05-09",2002,129,46.55,NA,NA,FALSE,2,31.69,NA
"866","H2",328,"rm","2002-05-09",2002,129,90.74,NA,NA,FALSE,2,7.16,NA
"867","B1",159,"rm","2002-05-22",2002,142,5.58,NA,NA,FALSE,1,35.58,NA
"868","B1",156,"rm","2002-06-13",2002,164,56.8,NA,NA,FALSE,1,65.8,NA
"869","B1",156,"rm","2002-09-25",2002,268,78.74,NA,NA,FALSE,1,78.74,34.9
"870","B3",225,"rm","2002-09-25",2002,268,5.78,NA,NA,FALSE,1,5.78,22.1
"871","D3",613,"ro","2002-09-25",2002,268,NA,NA,61.8,FALSE,NA,NA,61.7
"872","D4",633,"rm","2002-09-25",2002,268,NA,NA,15,FALSE,NA,NA,15.3
"873","D3",613,"ro","2002-10-09",2002,282,NA,NA,61.7,FALSE,NA,NA,NA
"874","D4",633,"rm","2002-10-09",2002,282,NA,NA,15.3,FALSE,NA,NA,NA
"875","B1",156,"rm","2002-11-14",2002,318,84.21,84.21,34.9,FALSE,1,84.21,NA
"876","B3",225,"rm","2002-11-14",2002,318,5.66,5.66,22.1,FALSE,1,5.66,NA
"877","D4",633,"rm","2002-11-14",2002,318,NA,NA,15,FALSE,NA,NA,NA
"878","B1",158,NA,NA,2003,117,NA,NA,NA,NA,1,5.21,14.8
"879","E4",802,"ro","2003-04-27",2003,117,54.1,54.81,33.29,FALSE,2,54.1,NA
"880","E4",803,"ro","2003-04-27",2003,117,39.12,38.96,22.57,FALSE,1,39.12,NA
"881","E4",824,"ws","2003-04-27",2003,117,27.06,27.13,18.96,FALSE,1,27.06,NA
"882","E4",830,"ro","2003-04-27",2003,117,49.3,49.61,31.13,FALSE,2,49.3,NA
"883","F1",944,NA,NA,2003,117,NA,NA,NA,NA,1,8,12.35
"884","F5",113,NA,NA,2003,117,NA,NA,NA,NA,1,21.8,16
"885","H2",355,NA,NA,2003,117,NA,NA,NA,NA,2,17.36,18.6
"886","B1",158,NA,NA,2003,135,NA,NA,NA,NA,1,4.74,NA
"887","F1",944,NA,NA,2003,135,NA,NA,NA,NA,1,8.77,NA
"888","F5",113,NA,NA,2003,135,NA,NA,NA,NA,1,21.72,NA
"889","H2",355,NA,NA,2003,135,NA,NA,NA,NA,2,17.33,NA
"890","B1",158,NA,NA,2003,156,NA,NA,NA,NA,1,4.69,NA
"891","F1",944,NA,NA,2003,156,NA,NA,NA,NA,1,7.87,NA
"892","F5",113,NA,NA,2003,156,NA,NA,NA,NA,1,21.76,NA
"893","H2",355,NA,NA,2003,156,NA,NA,NA,NA,2,17.37,NA
"894","B1",158,NA,NA,2003,167,NA,NA,NA,NA,1,4.69,NA
"895","B3",228,"bo","2003-06-16",2003,167,100.7,NA,NA,FALSE,1,100.7,46
"896","B3",228,"bo","2003-06-16",2003,167,100.7,NA,NA,FALSE,2,59.58,46
"897","C2",385,"rm","2003-06-16",2003,167,4.11,NA,NA,FALSE,1,14.11,NA
"898","D2",587,"ro","2003-06-16",2003,167,114.17,NA,NA,FALSE,1,114.17,41.2
"899","D2",587,"ro","2003-06-16",2003,167,114.17,NA,NA,FALSE,2,57.35,41.2
"900","E3",752,"ro","2003-06-16",2003,167,74.12,NA,NA,FALSE,1,74.12,52.8
"901","E3",752,"ro","2003-06-16",2003,167,74.12,NA,NA,FALSE,2,32.78,52.8
"902","F1",944,NA,NA,2003,167,NA,NA,NA,NA,1,7.73,NA
"903","F5",113,NA,NA,2003,167,NA,NA,NA,NA,1,21.7,NA
"904","G5",589,NA,NA,2003,167,NA,NA,NA,NA,NA,NA,11.8
"905","G5",597,NA,NA,2003,167,NA,NA,NA,NA,NA,NA,10
"906","G5",740,"rm","2003-06-16",2003,167,14.54,NA,NA,FALSE,1,14.54,10
"907","G5",741,"rm","2003-06-16",2003,167,4.1,NA,NA,FALSE,1,4.1,10.6
"908","G5",741,"rm","2003-06-16",2003,167,4.1,NA,NA,FALSE,2,20.09,10.6
"909","H1",117,"hem","2003-06-16",2003,167,NA,NA,11.1,FALSE,NA,NA,11
